event_id,timestamp,zone_id,event_type,duration_s,gender,age_range
e_002948,2025-03-10 09:04:49,Z_C2,exit,0,F,middle_aged
e_024848,2025-03-10 09:04:51,Z_C2,exit,0,F,teenager
e_009714,2025-03-10 09:04:52,Z_E2,entry,0,M,adult
e_009715,2025-03-10 09:04:59,Z_E2,exit,0,M,adult
e_002949,2025-03-10 09:05:04,Z_C3,entry,0,F,middle_aged
e_002950,2025-03-10 09:05:09,Z_C3,linger,14,F,middle_aged
e_024849,2025-03-10 09:05:11,Z_C3,entry,0,F,teenager
e_024850,2025-03-10 09:05:12,Z_C3,linger,28,F,teenager
e_009716,2025-03-10 09:05:16,Z_C1,entry,0,M,adult
e_009717,2025-03-10 09:05:17,Z_C1,linger,30,M,adult
e_002951,2025-03-10 09:05:18,Z_C3,exit,0,F,middle_aged
e_002952,2025-03-10 09:05:39,Z_N6,entry,0,F,middle_aged
e_024851,2025-03-10 09:05:39,Z_C3,exit,0,F,teenager
e_002953,2025-03-10 09:05:42,Z_N6,linger,247,F,middle_aged
e_009718,2025-03-10 09:05:46,Z_C1,exit,0,M,adult
e_009719,2025-03-10 09:05:58,Z_S4,entry,0,M,adult
e_009720,2025-03-10 09:05:59,Z_S4,linger,102,M,adult
e_024852,2025-03-10 09:06:07,Z_N4,entry,0,F,teenager
e_024853,2025-03-10 09:06:09,Z_N4,linger,60,F,teenager
e_007065,2025-03-10 09:06:26,Z_E2,entry,0,F,senior
e_007066,2025-03-10 09:06:31,Z_E2,linger,16,F,senior
e_007067,2025-03-10 09:06:42,Z_E2,exit,0,F,senior
e_007068,2025-03-10 09:06:57,Z_C1,entry,0,F,senior
e_007069,2025-03-10 09:07:01,Z_C1,linger,15,F,senior
e_024854,2025-03-10 09:07:07,Z_N4,exit,0,F,teenager
e_007070,2025-03-10 09:07:12,Z_C1,exit,0,F,senior
e_007071,2025-03-10 09:07:24,Z_C2,entry,0,F,senior
e_007072,2025-03-10 09:07:25,Z_C2,linger,11,F,senior
e_024855,2025-03-10 09:07:31,Z_C2,entry,0,F,teenager
e_024856,2025-03-10 09:07:33,Z_C2,linger,27,F,teenager
e_007073,2025-03-10 09:07:35,Z_C2,exit,0,F,senior
e_009721,2025-03-10 09:07:40,Z_S4,exit,0,M,adult
e_008180,2025-03-10 09:07:48,Z_N9,exit,0,M,adult
e_024857,2025-03-10 09:07:58,Z_C2,exit,0,F,teenager
e_008181,2025-03-10 09:08:01,Z_N5,entry,0,M,adult
e_008182,2025-03-10 09:08:03,Z_N5,linger,211,M,adult
e_007074,2025-03-10 09:08:04,Z_C1,entry,0,F,senior
e_007075,2025-03-10 09:08:08,Z_C1,linger,34,F,senior
e_009722,2025-03-10 09:08:08,Z_S4,entry,0,M,adult
e_009723,2025-03-10 09:08:11,Z_S4,linger,203,M,adult
e_024858,2025-03-10 09:08:32,Z_C3,entry,0,F,teenager
e_024859,2025-03-10 09:08:37,Z_C3,linger,34,F,teenager
e_007076,2025-03-10 09:08:38,Z_C1,exit,0,F,senior
e_013166,2025-03-10 09:08:42,Z_E2,entry,0,M,young_adult
e_013580,2025-03-10 09:08:46,Z_E1,entry,0,F,adult
e_013581,2025-03-10 09:08:47,Z_E1,linger,16,F,adult
e_013167,2025-03-10 09:08:51,Z_E2,exit,0,M,young_adult
e_007077,2025-03-10 09:08:58,Z_S1,entry,0,F,senior
e_007078,2025-03-10 09:09:02,Z_S1,linger,96,F,senior
e_013582,2025-03-10 09:09:02,Z_E1,exit,0,F,adult
e_013168,2025-03-10 09:09:04,Z_C1,entry,0,M,young_adult
e_013169,2025-03-10 09:09:06,Z_C1,linger,33,M,young_adult
e_024860,2025-03-10 09:09:06,Z_C3,exit,0,F,teenager
e_024861,2025-03-10 09:09:33,Z_N5,entry,0,F,teenager
e_013583,2025-03-10 09:09:35,Z_C1,entry,0,F,adult
e_013170,2025-03-10 09:09:37,Z_C1,exit,0,M,young_adult
e_024862,2025-03-10 09:09:37,Z_N5,linger,140,F,teenager
e_013584,2025-03-10 09:09:38,Z_C1,linger,26,F,adult
e_002954,2025-03-10 09:09:46,Z_N6,exit,0,F,middle_aged
e_013171,2025-03-10 09:09:56,Z_S5,entry,0,M,young_adult
e_013172,2025-03-10 09:10:00,Z_S5,linger,152,M,young_adult
e_013585,2025-03-10 09:10:01,Z_C1,exit,0,F,adult
e_002955,2025-03-10 09:10:06,Z_N1,entry,0,F,middle_aged
e_002956,2025-03-10 09:10:07,Z_N1,linger,277,F,middle_aged
e_013586,2025-03-10 09:10:26,Z_C2,entry,0,F,adult
e_015405,2025-03-10 09:10:32,Z_E2,entry,0,M,young_adult
e_007079,2025-03-10 09:10:34,Z_S1,exit,0,F,senior
e_013587,2025-03-10 09:10:35,Z_C2,exit,0,F,adult
e_015406,2025-03-10 09:10:37,Z_E2,linger,11,M,young_adult
e_015407,2025-03-10 09:10:43,Z_E2,exit,0,M,young_adult
e_015408,2025-03-10 09:10:51,Z_C1,entry,0,M,young_adult
e_015409,2025-03-10 09:10:52,Z_C1,linger,12,M,young_adult
e_007080,2025-03-10 09:10:53,Z_C2,entry,0,F,senior
e_007081,2025-03-10 09:10:57,Z_C2,linger,30,F,senior
e_013588,2025-03-10 09:10:59,Z_C3,entry,0,F,adult
e_013589,2025-03-10 09:11:03,Z_C3,linger,13,F,adult
e_015410,2025-03-10 09:11:03,Z_C1,exit,0,M,young_adult
e_013590,2025-03-10 09:11:12,Z_C3,exit,0,F,adult
e_015411,2025-03-10 09:11:12,Z_C2,entry,0,M,young_adult
e_015412,2025-03-10 09:11:22,Z_C2,exit,0,M,young_adult
e_007082,2025-03-10 09:11:23,Z_C2,exit,0,F,senior
e_013591,2025-03-10 09:11:26,Z_N8,entry,0,F,adult
e_013592,2025-03-10 09:11:27,Z_N8,linger,235,F,adult
e_009724,2025-03-10 09:11:31,Z_S4,exit,0,M,adult
e_008183,2025-03-10 09:11:32,Z_N5,exit,0,M,adult
e_007083,2025-03-10 09:11:46,Z_C3,entry,0,F,senior
e_007084,2025-03-10 09:11:48,Z_C3,linger,23,F,senior
e_015413,2025-03-10 09:11:52,Z_C3,entry,0,M,young_adult
e_024863,2025-03-10 09:11:53,Z_N5,exit,0,F,teenager
e_015414,2025-03-10 09:11:56,Z_C3,linger,19,M,young_adult
e_008184,2025-03-10 09:11:57,Z_N3,entry,0,M,adult
e_008185,2025-03-10 09:11:59,Z_N3,linger,153,M,adult
e_024864,2025-03-10 09:12:04,Z_C2,entry,0,F,teenager
e_009725,2025-03-10 09:12:05,Z_C2,entry,0,M,adult
e_009726,2025-03-10 09:12:06,Z_C2,linger,13,M,adult
e_007085,2025-03-10 09:12:09,Z_C3,exit,0,F,senior
e_015415,2025-03-10 09:12:11,Z_C3,exit,0,M,young_adult
e_024865,2025-03-10 09:12:13,Z_C2,exit,0,F,teenager
e_009727,2025-03-10 09:12:18,Z_C2,exit,0,M,adult
e_009728,2025-03-10 09:12:28,Z_C3,entry,0,M,adult
e_013173,2025-03-10 09:12:28,Z_S5,exit,0,M,young_adult
e_009729,2025-03-10 09:12:30,Z_C3,linger,34,M,adult
e_015416,2025-03-10 09:12:36,Z_N6,entry,0,M,young_adult
e_007086,2025-03-10 09:12:37,Z_N10,entry,0,F,senior
e_015417,2025-03-10 09:12:37,Z_N6,linger,276,M,young_adult
e_007087,2025-03-10 09:12:39,Z_N10,linger,50,F,senior
e_024866,2025-03-10 09:12:47,Z_C1,entry,0,F,teenager
e_024867,2025-03-10 09:12:49,Z_C1,linger,25,F,teenager
e_013174,2025-03-10 09:12:58,Z_C2,entry,0,M,young_adult
e_009730,2025-03-10 09:13:02,Z_C3,exit,0,M,adult
e_013175,2025-03-10 09:13:03,Z_C2,linger,23,M,young_adult
e_024868,2025-03-10 09:13:12,Z_C1,exit,0,F,teenager
e_013176,2025-03-10 09:13:21,Z_C2,exit,0,M,young_adult
e_007088,2025-03-10 09:13:27,Z_N10,exit,0,F,senior
e_024869,2025-03-10 09:13:27,Z_S3,entry,0,F,teenager
e_024870,2025-03-10 09:13:28,Z_S3,linger,188,F,teenager
e_009731,2025-03-10 09:13:36,Z_N2,entry,0,M,adult
e_009732,2025-03-10 09:13:39,Z_N2,linger,121,M,adult
e_013177,2025-03-10 09:13:40,Z_C3,entry,0,M,young_adult
e_013178,2025-03-10 09:13:44,Z_C3,linger,21,M,young_adult
e_007089,2025-03-10 09:13:51,Z_C1,entry,0,F,senior
e_007090,2025-03-10 09:13:56,Z_C1,linger,17,F,senior
e_013179,2025-03-10 09:14:01,Z_C3,exit,0,M,young_adult
e_007091,2025-03-10 09:14:08,Z_C1,exit,0,F,senior
e_007092,2025-03-10 09:14:20,Z_C2,entry,0,F,senior
e_007093,2025-03-10 09:14:24,Z_C2,linger,32,F,senior
e_008186,2025-03-10 09:14:30,Z_N3,exit,0,M,adult
e_013180,2025-03-10 09:14:35,Z_N10,entry,0,M,young_adult
e_013181,2025-03-10 09:14:37,Z_N10,linger,248,M,young_adult
e_002957,2025-03-10 09:14:43,Z_N1,exit,0,F,middle_aged
e_007094,2025-03-10 09:14:52,Z_C2,exit,0,F,senior
e_008187,2025-03-10 09:15:00,Z_N2,entry,0,M,adult
e_008188,2025-03-10 09:15:04,Z_N2,linger,169,M,adult
e_002958,2025-03-10 09:15:05,Z_N10,entry,0,F,middle_aged
e_002959,2025-03-10 09:15:08,Z_N10,linger,331,F,middle_aged
e_007095,2025-03-10 09:15:15,Z_C3,entry,0,F,senior
e_007096,2025-03-10 09:15:17,Z_C3,linger,22,F,senior
e_013593,2025-03-10 09:15:21,Z_N8,exit,0,F,adult
e_007097,2025-03-10 09:15:37,Z_C3,exit,0,F,senior
e_009733,2025-03-10 09:15:37,Z_N2,exit,0,M,adult
e_013594,2025-03-10 09:15:44,Z_N7,entry,0,F,adult
e_013595,2025-03-10 09:15:47,Z_N7,linger,72,F,adult
e_009734,2025-03-10 09:16:04,Z_N5,entry,0,M,adult
e_009735,2025-03-10 09:16:07,Z_N5,linger,234,M,adult
e_007098,2025-03-10 09:16:09,Z_N9,entry,0,F,senior
e_007099,2025-03-10 09:16:11,Z_N9,linger,74,F,senior
e_024871,2025-03-10 09:16:35,Z_S3,exit,0,F,teenager
e_013596,2025-03-10 09:16:56,Z_N7,exit,0,F,adult
e_024872,2025-03-10 09:16:58,Z_C2,entry,0,F,teenager
e_024873,2025-03-10 09:17:07,Z_C2,exit,0,F,teenager
e_013597,2025-03-10 09:17:08,Z_C2,entry,0,F,adult
e_013598,2025-03-10 09:17:12,Z_C2,linger,17,F,adult
e_015418,2025-03-10 09:17:12,Z_N6,exit,0,M,young_adult
e_015419,2025-03-10 09:17:20,Z_N7,entry,0,M,young_adult
e_024874,2025-03-10 09:17:20,Z_C3,entry,0,F,teenager
e_007100,2025-03-10 09:17:23,Z_N9,exit,0,F,senior
e_024875,2025-03-10 09:17:24,Z_C3,linger,20,F,teenager
e_013599,2025-03-10 09:17:25,Z_C2,exit,0,F,adult
e_015420,2025-03-10 09:17:25,Z_N7,linger,258,M,young_adult
e_024876,2025-03-10 09:17:40,Z_C3,exit,0,F,teenager
e_007101,2025-03-10 09:17:46,Z_C2,entry,0,F,senior
e_007102,2025-03-10 09:17:48,Z_C2,linger,35,F,senior
e_013600,2025-03-10 09:17:48,Z_C1,entry,0,F,adult
e_008189,2025-03-10 09:17:49,Z_N2,exit,0,M,adult
e_013601,2025-03-10 09:17:56,Z_C1,exit,0,F,adult
e_024877,2025-03-10 09:18:00,Z_N1,entry,0,F,teenager
e_024878,2025-03-10 09:18:01,Z_N1,linger,240,F,teenager
e_013602,2025-03-10 09:18:14,Z_S4,entry,0,F,adult
e_008190,2025-03-10 09:18:15,Z_C2,entry,0,M,adult
e_013603,2025-03-10 09:18:15,Z_S4,linger,56,F,adult
e_008191,2025-03-10 09:18:18,Z_C2,linger,35,M,adult
e_007103,2025-03-10 09:18:21,Z_C2,exit,0,F,senior
e_013182,2025-03-10 09:18:43,Z_N10,exit,0,M,young_adult
e_007104,2025-03-10 09:18:45,Z_C1,entry,0,F,senior
e_007105,2025-03-10 09:18:46,Z_C1,linger,18,F,senior
e_008192,2025-03-10 09:18:50,Z_C2,exit,0,M,adult
e_007106,2025-03-10 09:19:03,Z_C1,exit,0,F,senior
e_008193,2025-03-10 09:19:08,Z_C1,entry,0,M,adult
e_008194,2025-03-10 09:19:09,Z_C1,linger,28,M,adult
e_013604,2025-03-10 09:19:10,Z_S4,exit,0,F,adult
e_007107,2025-03-10 09:19:15,Z_S6,entry,0,F,senior
e_013183,2025-03-10 09:19:15,Z_N9,entry,0,M,young_adult
e_013184,2025-03-10 09:19:16,Z_N9,linger,63,M,young_adult
e_007108,2025-03-10 09:19:17,Z_S6,linger,157,F,senior
e_008195,2025-03-10 09:19:36,Z_C1,exit,0,M,adult
e_013605,2025-03-10 09:19:38,Z_S5,entry,0,F,adult
e_013606,2025-03-10 09:19:40,Z_S5,linger,101,F,adult
e_008196,2025-03-10 09:19:52,Z_S3,entry,0,M,adult
e_008197,2025-03-10 09:19:55,Z_S3,linger,298,M,adult
e_009736,2025-03-10 09:19:58,Z_N5,exit,0,M,adult
e_013185,2025-03-10 09:20:18,Z_N9,exit,0,M,young_adult
e_009737,2025-03-10 09:20:29,Z_C2,entry,0,M,adult
e_009738,2025-03-10 09:20:31,Z_C2,linger,16,M,adult
e_002960,2025-03-10 09:20:36,Z_N10,exit,0,F,middle_aged
e_013186,2025-03-10 09:20:44,Z_C2,entry,0,M,young_adult
e_009739,2025-03-10 09:20:45,Z_C2,exit,0,M,adult
e_013187,2025-03-10 09:20:49,Z_C2,linger,21,M,young_adult
e_013188,2025-03-10 09:21:05,Z_C2,exit,0,M,young_adult
e_002961,2025-03-10 09:21:09,Z_N5,entry,0,F,middle_aged
e_002962,2025-03-10 09:21:13,Z_N5,linger,263,F,middle_aged
e_009740,2025-03-10 09:21:14,Z_C1,entry,0,M,adult
e_009741,2025-03-10 09:21:17,Z_C1,linger,32,M,adult
e_013607,2025-03-10 09:21:19,Z_S5,exit,0,F,adult
e_013189,2025-03-10 09:21:22,Z_C1,entry,0,M,young_adult
e_013190,2025-03-10 09:21:26,Z_C1,linger,15,M,young_adult
e_013608,2025-03-10 09:21:29,Z_C2,entry,0,F,adult
e_013191,2025-03-10 09:21:37,Z_C1,exit,0,M,young_adult
e_015421,2025-03-10 09:21:38,Z_N7,exit,0,M,young_adult
e_013609,2025-03-10 09:21:39,Z_C2,exit,0,F,adult
e_009742,2025-03-10 09:21:46,Z_C1,exit,0,M,adult
e_013192,2025-03-10 09:21:50,Z_CK,entry,0,M,young_adult
e_007109,2025-03-10 09:21:52,Z_S6,exit,0,F,senior
e_013193,2025-03-10 09:21:54,Z_CK,linger,198,M,young_adult
e_009743,2025-03-10 09:21:55,Z_CK,entry,0,M,adult
e_009744,2025-03-10 09:21:57,Z_CK,linger,290,M,adult
e_013610,2025-03-10 09:21:59,Z_C3,entry,0,F,adult
e_013611,2025-03-10 09:22:00,Z_C3,linger,34,F,adult
e_024879,2025-03-10 09:22:00,Z_N1,exit,0,F,teenager
e_015422,2025-03-10 09:22:12,Z_C2,entry,0,M,young_adult
e_015423,2025-03-10 09:22:15,Z_C2,linger,29,M,young_adult
e_007110,2025-03-10 09:22:21,Z_C2,entry,0,F,senior
e_007111,2025-03-10 09:22:23,Z_C2,linger,34,F,senior
e_024880,2025-03-10 09:22:30,Z_C2,entry,0,F,teenager
e_013612,2025-03-10 09:22:33,Z_C3,exit,0,F,adult
e_024881,2025-03-10 09:22:34,Z_C2,linger,24,F,teenager
e_015424,2025-03-10 09:22:41,Z_C2,exit,0,M,young_adult
e_030636,2025-03-10 09:22:46,Z_E2,entry,0,M,young_adult
e_030637,2025-03-10 09:22:51,Z_E2,linger,17,M,young_adult
e_024882,2025-03-10 09:22:54,Z_C2,exit,0,F,teenager
e_007112,2025-03-10 09:22:55,Z_C2,exit,0,F,senior
e_013613,2025-03-10 09:23:00,Z_N5,entry,0,F,adult
e_013614,2025-03-10 09:23:02,Z_N5,linger,142,F,adult
e_015425,2025-03-10 09:23:02,Z_C1,entry,0,M,young_adult
e_015426,2025-03-10 09:23:03,Z_C1,linger,17,M,young_adult
e_030638,2025-03-10 09:23:03,Z_E2,exit,0,M,young_adult
e_024883,2025-03-10 09:23:13,Z_C1,entry,0,F,teenager
e_007113,2025-03-10 09:23:15,Z_C3,entry,0,F,senior
e_024884,2025-03-10 09:23:15,Z_C1,linger,30,F,teenager
e_007114,2025-03-10 09:23:18,Z_C3,linger,15,F,senior
e_015427,2025-03-10 09:23:19,Z_C1,exit,0,M,young_adult
e_015428,2025-03-10 09:23:27,Z_S3,entry,0,M,young_adult
e_007115,2025-03-10 09:23:30,Z_C3,exit,0,F,senior
e_015429,2025-03-10 09:23:31,Z_S3,linger,142,M,young_adult
e_030639,2025-03-10 09:23:36,Z_C1,entry,0,M,young_adult
e_030640,2025-03-10 09:23:40,Z_C1,linger,13,M,young_adult
e_024885,2025-03-10 09:23:43,Z_C1,exit,0,F,teenager
e_007116,2025-03-10 09:23:48,Z_N7,entry,0,F,senior
e_030641,2025-03-10 09:23:49,Z_C1,exit,0,M,young_adult
e_007117,2025-03-10 09:23:51,Z_N7,linger,99,F,senior
e_024886,2025-03-10 09:23:52,Z_CK,entry,0,F,teenager
e_024887,2025-03-10 09:23:53,Z_CK,linger,200,F,teenager
e_030642,2025-03-10 09:24:04,Z_S3,entry,0,M,young_adult
e_030643,2025-03-10 09:24:09,Z_S3,linger,298,M,young_adult
e_005957,2025-03-10 09:24:41,Z_E1,entry,0,F,teenager
e_005958,2025-03-10 09:24:42,Z_E1,linger,16,F,teenager
e_008198,2025-03-10 09:24:50,Z_S3,exit,0,M,adult
e_005959,2025-03-10 09:24:57,Z_E1,exit,0,F,teenager
e_013194,2025-03-10 09:25:08,Z_CK,exit,0,M,young_adult
e_013195,2025-03-10 09:25:17,Z_E2,entry,0,M,young_adult
e_008199,2025-03-10 09:25:18,Z_C2,entry,0,M,adult
e_008200,2025-03-10 09:25:21,Z_C2,linger,20,M,adult
e_013196,2025-03-10 09:25:21,Z_E2,linger,12,M,young_adult
e_013615,2025-03-10 09:25:22,Z_N5,exit,0,F,adult
e_007118,2025-03-10 09:25:27,Z_N7,exit,0,F,senior
e_005960,2025-03-10 09:25:29,Z_C1,entry,0,F,teenager
e_013197,2025-03-10 09:25:29,Z_E2,exit,0,M,young_adult
e_002963,2025-03-10 09:25:32,Z_N5,exit,0,F,middle_aged
e_005961,2025-03-10 09:25:32,Z_C1,linger,14,F,teenager
e_008201,2025-03-10 09:25:38,Z_C2,exit,0,M,adult
e_005962,2025-03-10 09:25:43,Z_C1,exit,0,F,teenager
e_008202,2025-03-10 09:25:46,Z_C3,entry,0,M,adult
e_008203,2025-03-10 09:25:49,Z_C3,linger,22,M,adult
e_015430,2025-03-10 09:25:49,Z_S3,exit,0,M,young_adult
e_002964,2025-03-10 09:25:55,Z_N3,entry,0,F,middle_aged
e_007119,2025-03-10 09:25:56,Z_N1,entry,0,F,senior
e_013616,2025-03-10 09:25:56,Z_N9,entry,0,F,adult
e_005963,2025-03-10 09:25:57,Z_S5,entry,0,F,teenager
e_013617,2025-03-10 09:25:57,Z_N9,linger,43,F,adult
e_005964,2025-03-10 09:25:58,Z_S5,linger,42,F,teenager
e_002965,2025-03-10 09:26:00,Z_N3,linger,277,F,middle_aged
e_007120,2025-03-10 09:26:00,Z_N1,linger,205,F,senior
e_008204,2025-03-10 09:26:08,Z_C3,exit,0,M,adult
e_004840,2025-03-10 09:26:18,Z_E1,entry,0,M,middle_aged
e_004841,2025-03-10 09:26:22,Z_E1,linger,13,M,middle_aged
e_015431,2025-03-10 09:26:24,Z_C2,entry,0,M,young_adult
e_011990,2025-03-10 09:26:26,Z_E2,entry,0,F,adult
e_011991,2025-03-10 09:26:28,Z_E2,linger,11,F,adult
e_015432,2025-03-10 09:26:29,Z_C2,linger,32,M,young_adult
e_004842,2025-03-10 09:26:31,Z_E1,exit,0,M,middle_aged
e_011992,2025-03-10 09:26:37,Z_E2,exit,0,F,adult
e_008205,2025-03-10 09:26:38,Z_N7,entry,0,M,adult
e_005965,2025-03-10 09:26:39,Z_S5,exit,0,F,teenager
e_013618,2025-03-10 09:26:39,Z_N9,exit,0,F,adult
e_004843,2025-03-10 09:26:40,Z_C1,entry,0,M,middle_aged
e_008206,2025-03-10 09:26:43,Z_N7,linger,291,M,adult
e_004844,2025-03-10 09:26:44,Z_C1,linger,18,M,middle_aged
e_009745,2025-03-10 09:26:45,Z_CK,exit,0,M,adult
e_015433,2025-03-10 09:26:56,Z_C2,exit,0,M,young_adult
e_004845,2025-03-10 09:26:58,Z_C1,exit,0,M,middle_aged
e_005966,2025-03-10 09:26:58,Z_C2,entry,0,F,teenager
e_005967,2025-03-10 09:26:59,Z_C2,linger,26,F,teenager
e_013619,2025-03-10 09:26:59,Z_N3,entry,0,F,adult
e_011993,2025-03-10 09:27:00,Z_C1,entry,0,F,adult
e_011994,2025-03-10 09:27:04,Z_C1,linger,12,F,adult
e_013620,2025-03-10 09:27:04,Z_N3,linger,36,F,adult
e_009746,2025-03-10 09:27:05,Z_E2,entry,0,M,adult
e_015434,2025-03-10 09:27:06,Z_C3,entry,0,M,young_adult
e_009747,2025-03-10 09:27:10,Z_E2,linger,19,M,adult
e_015435,2025-03-10 09:27:10,Z_C3,linger,23,M,young_adult
e_011995,2025-03-10 09:27:12,Z_C1,exit,0,F,adult
e_024888,2025-03-10 09:27:12,Z_CK,exit,0,F,teenager
e_019006,2025-03-10 09:27:16,Z_E2,entry,0,M,adult
e_004846,2025-03-10 09:27:23,Z_C1,entry,0,M,middle_aged
e_005968,2025-03-10 09:27:24,Z_C2,exit,0,F,teenager
e_009748,2025-03-10 09:27:24,Z_E2,exit,0,M,adult
e_019007,2025-03-10 09:27:24,Z_E2,exit,0,M,adult
e_004847,2025-03-10 09:27:27,Z_C1,linger,11,M,middle_aged
e_024889,2025-03-10 09:27:27,Z_E1,entry,0,F,teenager
e_015436,2025-03-10 09:27:29,Z_C3,exit,0,M,young_adult
e_004848,2025-03-10 09:27:34,Z_C1,exit,0,M,middle_aged
e_024890,2025-03-10 09:27:34,Z_E1,exit,0,F,teenager
e_011996,2025-03-10 09:27:35,Z_C2,entry,0,F,adult
e_013621,2025-03-10 09:27:35,Z_N3,exit,0,F,adult
e_011997,2025-03-10 09:27:38,Z_C2,linger,14,F,adult
e_019008,2025-03-10 09:27:41,Z_C1,entry,0,M,adult
e_005969,2025-03-10 09:27:42,Z_C3,entry,0,F,teenager
e_005970,2025-03-10 09:27:45,Z_C3,linger,34,F,teenager
e_019009,2025-03-10 09:27:46,Z_C1,linger,19,M,adult
e_013622,2025-03-10 09:27:48,Z_C2,entry,0,F,adult
e_011998,2025-03-10 09:27:49,Z_C2,exit,0,F,adult
e_015437,2025-03-10 09:27:50,Z_N8,entry,0,M,young_adult
e_013623,2025-03-10 09:27:51,Z_C2,linger,12,F,adult
e_015438,2025-03-10 09:27:54,Z_N8,linger,183,M,young_adult
e_004849,2025-03-10 09:27:56,Z_S2,entry,0,M,middle_aged
e_013624,2025-03-10 09:28:00,Z_C2,exit,0,F,adult
e_019010,2025-03-10 09:28:00,Z_C1,exit,0,M,adult
e_004850,2025-03-10 09:28:01,Z_S2,linger,197,M,middle_aged
e_005971,2025-03-10 09:28:16,Z_C3,exit,0,F,teenager
e_011999,2025-03-10 09:28:21,Z_C3,entry,0,F,adult
e_019011,2025-03-10 09:28:23,Z_C2,entry,0,M,adult
e_012000,2025-03-10 09:28:25,Z_C3,linger,30,F,adult
e_019012,2025-03-10 09:28:28,Z_C2,linger,24,M,adult
e_013625,2025-03-10 09:28:29,Z_C1,entry,0,F,adult
e_013626,2025-03-10 09:28:32,Z_C1,linger,18,F,adult
e_005972,2025-03-10 09:28:36,Z_N10,entry,0,F,teenager
e_005973,2025-03-10 09:28:40,Z_N10,linger,109,F,teenager
e_013627,2025-03-10 09:28:47,Z_C1,exit,0,F,adult
e_019013,2025-03-10 09:28:47,Z_C2,exit,0,M,adult
e_012001,2025-03-10 09:28:51,Z_C3,exit,0,F,adult
e_030284,2025-03-10 09:28:59,Z_E2,entry,0,F,senior
e_030644,2025-03-10 09:29:02,Z_S3,exit,0,M,young_adult
e_019014,2025-03-10 09:29:04,Z_C3,entry,0,M,adult
e_019015,2025-03-10 09:29:05,Z_C3,linger,12,M,adult
e_030285,2025-03-10 09:29:08,Z_E2,exit,0,F,senior
e_012002,2025-03-10 09:29:14,Z_N5,entry,0,F,adult
e_019016,2025-03-10 09:29:16,Z_C3,exit,0,M,adult
e_012003,2025-03-10 09:29:17,Z_N5,linger,173,F,adult
e_007121,2025-03-10 09:29:21,Z_N1,exit,0,F,senior
e_013628,2025-03-10 09:29:22,Z_CK,entry,0,F,adult
e_013629,2025-03-10 09:29:23,Z_CK,linger,275,F,adult
e_019017,2025-03-10 09:29:25,Z_N4,entry,0,M,adult
e_019018,2025-03-10 09:29:26,Z_N4,linger,153,M,adult
e_030286,2025-03-10 09:29:34,Z_C1,entry,0,F,senior
e_030645,2025-03-10 09:29:36,Z_C2,entry,0,M,young_adult
e_030287,2025-03-10 09:29:39,Z_C1,linger,20,F,senior
e_030646,2025-03-10 09:29:46,Z_C2,exit,0,M,young_adult
e_007122,2025-03-10 09:29:52,Z_C2,entry,0,F,senior
e_007123,2025-03-10 09:29:54,Z_C2,linger,21,F,senior
e_030288,2025-03-10 09:29:54,Z_C1,exit,0,F,senior
e_030647,2025-03-10 09:30:02,Z_C3,entry,0,M,young_adult
e_030289,2025-03-10 09:30:03,Z_C2,entry,0,F,senior
e_030290,2025-03-10 09:30:04,Z_C2,linger,34,F,senior
